Unnamed: 0,Category,Response_preprocessed
1421,MovedOut,Debbie has left PagerDuty in pursuit of a new adventure. If you needto reach someone here please email info@pagerduty.com or give us acall at 866 935-1337. 
5355,OutOfOffice,Apologies I have been out of the office with no access to my computer so will have to send my CV in due course Please call me on 07809693069
6966,SeekingMoreInfo,Yes I would be interested in this position please find attached my CV
9411,SeekingMoreInfo,I am interested. 
5594,ConnectLater,CONFIDENTIALITY
5287,Deactivated,I hope youre well and safe. Im writing this mail to let you know that I dont want to receive anyemails from here on because Ill be busy with my office and wont have thetime to read all. Thank you for your time and efforts. 
9863,OutOfOffice,I am on personal leave with no access to calls and mails. Please reachout to Aakash in my absence. aakash@mitsit.in
963,SeekingMoreInfo,As marketers shift to virtual to drive leads sales pipeline and other KPIs we have some best practices to help you take full advantage of virtual and Hybrid events to drive leads and capture attendee behaviour. Join our online seminar where well share these best practices and more. Refer to the email chain below for more info or click here to sign up
1681,SeekingMoreInfo, Tolga We can offer Povidon Iodine USP 2000kgs @ USD 24.30 per kg CIF Istanbul by SEA. Delivery Prompt.Packing -2550kgs drumQuality as per attached Typical COA. Kindly confirm order. P.S. : Price offer Validity - 7 days only.
9127,ConnectLater,We are okay thank you. 
634,ReferredSomeone,Thanks for reaching outPlease reach out tosandipan. g@purplle.com for any WH related queriesjincey. j@purplle.com for any other queries. 
2570,Deactivated,Thanks for your email - but its not for us. 
8888,Deactivated,Thanks for reaching out but Im not interested.
7757,OutOfOffice,I will be out of the office as of 711 and returning on 722 while out of the office I will be responding to e-mail on a limited basis.If you require immediate assistance please feel free to contact my assistant Jill Taran at 516 741.7400 x 238 or jtaran@breslinrealty.com.
3310,SeekingMoreInfo,I have experience in energy project finance conventional and renewable but not specifically in waste to energy.Benedikt-------- Original message --------
2167,AgreedToMeet,yes Im interested if you want to give me a call on 07785791748
364,ConnectLater,MyraWe are good for now. Will circle back once plans firm up for a detox retreat.Thank you.Mandeep Bhullar
7235,MovedOut,Im no longer working at Atlantis. Please get in touch with your alternative contact for assistance.Many
2826,OutOfOffice,"Im OOO with limited access to email. For support please email helpdesk@sollishealth.com ,helpdesk@sollishealth.com"
5590,AgreedToMeet,NayanCan You Please visit our office then we can discuss accordingly.
8152,BrochureSent,What are your commercial terms and approach towards recoveries
8032,OutOfOffice,I am currently out of office. There will be a delay in my response. 
7672,Deactivated,My name isnt Andrew and I dont have a need for your help. 
4029,SeekingMoreInfo,hope you are fineplease see my latest CV.
4000,ConnectLater,Due to some reason we can not participate in the tender so if weparticipate in future and required the equipment as you manufacture then wewill reached you. 
4490,AgreedToMeet,Please share your mobile number to discuss.
3339,OutOfOffice,PTO on 78 th Oct 21 will respond your email on 11th Oct In case of urgency please send an email to HR-Pune@emtecinc.com
9450,OutOfOffice,I am currently on paternity leave. Returning on 26th October. Please contact Stevie Thompson 07976704372 in my absence  or message me for anything urgent
1173,Unsubscribed,I am not interested at the momentSo please dont send me an email regarding this opportunity. Thank for understanding
4342,AgreedToMeet,We can connect at 6 PM
4506,Deactivated,Thanks Unfortunately Jinko is one of a few I would not consider due to allegedlinks to labour camps in their supply chain. I appreciate it is a complexissue with lots of grey areas but I personally dont want to take a chance. It does sound like a great role and Im sure you will find an equally goodcandidate to match it to. 
7400,OutOfOffice,I am traveling and have limited ability to check email. For urgent matters please contact our Service Desk support2@lci1.com. emailsiglogo
2577,Deactivated,HI Thanks for writing. However we cannot go ahead with this now. Thanks  
1990,OutOfOffice,"Thank you for your email. 
I am currently away from the office with intermittent access to emails. 
I will be returning on Tuesday 15th December. 
"
7451,SupportAutoResponse,Please type your reply above this line -This is an automated response.Thank you for your email inquiry Your request 112469 has been received and will be reviewed by our support staff as soon as possible. You should receive a response within 24-72 business hours. Our normal customer service hours are MondayFriday 8:00 AM to 5:00 PM Pacific Time and our customer service office will be closed in observance of any major holidays this year.While you wait for a response to your request please take a look at our FAQs at
3539,OutOfOffice,I am on leave and will be back to office on 13 Jun Monday.For urgent matters please contact Yen Teng WongYenTeng@mas.gov.sg and Philip PhilipLOY@mas.gov.sg.Thank you.
5197,Deactivated,Sorry these messages had been going to my spam folder.I am based in Glasgow now so the job wouldnt be suitable. Afraid I dontknow anyone in that areaGood luck in your search
4846,Deactivated,not interested but thanks for thinking of me.
9769,BrochureSent,.Can you share more details about your company what technologies do you hire in and also the company profile?
6740,ConnectLater,Get the scoop on crucial trends for customer service in 2022 plus free resources to help your team rise to the challenge
4609,ConnectLater,@Mehul Savani mehul@infiraise.com AyushIt was a pleasure speaking to you and the team.Thanks for providing details I will discuss with @Mehul Savanimehul@infiraise.com and get back to you when we have decided somethingfrom our end.Thanks
2629,OutOfOffice,Thank you for your message. I am out of the office. I will have limited access to emails. I will return September 15.
378,AgreedToMeet,Yes pls
1411,ReferredSomeone,DheerendraPlease share your contact no will connect with you.
5152,Deactivated,Sorry but I am not in charge of recruitment. We have a system in place with various organisations eg SEARCH
9935,ConnectLater,Thanks for reaching out. It really sounds great although the location might not be ideal.Unfortunately I have recently accepted a new CFO role starting at the end of the summer but please do keep in touch.ThanksPhil
7614,ReferredSomeone,To whom this may concern regrettably Mr John Fowler has passed away. If you would like any assistance regarding Asbestos or surveying please contact the below membersrd@angliandemo. co. uk
3839,OutOfOffice,I will be out of the office Wednesdayafternoon 622 and returning Wednesday629.For any Project Management questions please contact Aaron Pyle APyle@amsteelfab.comFor any Estimating questions please contact Karen Holthaus KHolthaus@amsteelfab.com
7217,OutOfOffice,As I am traveling please send me a text to 978771-8497 and Iwill respond as quickly as possible.The best way to receive pricing in writing and to be penciled into ourcalendar pipeline is to submit your event info here
7012,ConnectLater,Sorry I will not be able to help you. I have already forwarded to TA team. If they need any assistance they will get in touch with you. 
816,SeekingMoreInfo,No experience in construction of energy storage and battery plants. Willingto learn of course.
2405,OutOfOffice,Thanks for your emailIam on leave and  will respond to your emails as soon as possible upon my return. 
7558,Deactivated,Apologies but the previous email had gone straight to SPAM.Im not interested in a similar role at the moment.Thanks for contacting me though
10269,OutOfOffice,I am currently on vacation until October 24th and replying emails slowly.in urgent matters you can call me or send me an SMS
6914,SeekingMoreInfo, styletext-align:centerimg src
2132,ConnectLater,I do apologise for not coming back sooner.Im afraid I am not keen on this role. Not least because I dont think Iwill move for less than 120k at the moment.Thank you for considering me. I have mentioned this role to a couple ofothers who are actively looking. I know a Director with waste sectorexperience who would definitely be keen if you could enhance the jobtitle. Let me know if that could work.Please keep me posted if anything else comes up. Id be particularly keenif you have any expat roles in the far east or US.Sanjai07930569042
1798,OutOfOffice,I am out of the office and I will reply to your email after my return on 8 August.For urgent matters please contact our office at 971 0 4 396 9765 or contact me by WhatsApp.Best
3091,Unsubscribed,Unsubscribe us from distribution 
4465,OutOfOffice,Thank you for reaching out.  I am currently out of the office with limited to no access to email.  I will reply to your message as soon as possible upon my return on 09272021If you need immediate assistance please phone my cell and leave a message and I will do all I can to assist in a timely manner
4880,AgreedToMeet,Yes
3123,ConnectLater,Thanks for the introductions. I am ok just now with recruitment but if I need additional search specialities I will reach out to you 
10007,ConnectLater,Thanks for your message. Just to say that I will be starting a new job atLightsourcebp in August.Lets keep in touch though in case the situation changesKind
6479,AgreedToMeet, No one called me today. Lets try next week
10041,MovedOut,David Fleisher no longer works at Bryan Cave Leighton Paisner. David Fleisher can be reached at dlfleisher@gmail.commailto:dlfleisher@gmail.com. If you would like to speak with a Bryan Cave Leighton Paisner lawyer please contact Jason  Marty  at 312.602.5031 or by email at jason.marty@bclplaw.commailto:jason.marty@bclplaw.com  and he can either assist you or direct you to the appropriate person. Thank you
123,ConnectLater,Thank you for reaching out At present we are not looking at onboarding any new partner. . . . . . we will reachout to you as and when we have plans. 
180,SupportAutoResponse,for any new business queries.Clients please contact your CSD or raise a support ticket.
9540,OutOfOffice,I am on Idul Fitri Holiday period and will be back to office on May 9 2022.For urgent matter you can reach me on my mobile.Have a blessed Idul Fitri  Happy Holiday.
7489,OutOfOffice, sender please note I will be travelling and then on leave after 11th August with limited access to emails. I return to work on Thursday 25th August.I can be reached on whatsapp if needed on 00971545863157.For C store enquiries - please contact Feisal Mao @ feisal.mao@coffeeplanet.comFor franchise events or other commercial considerations - please contact Jamie Brown @ jamie.brown@coffeeplanet.com with cc to myself.
4837,Deactivated,We are not using FRP oil in our governing system. This is for your information. 
8743,OutOfOffice,I will be out of the office with limited access to email from December 21 - January 2. 
8638,SeekingMoreInfo,. can you send me some details for this
5345,OutOfOffice,I am out of office from 6th June to 17th June with intermittent access to emails. Please expect a delay in my response. Thanks.
1158,SeekingMoreInfo,Pls confirm if any changes has been done in this doc . 
238,Deactivated,Thank you for writing We are not looking for any services. 
1533,SupportAutoResponse,Estarxe9 fuera de la oficina desde el viernes dxeda 8 de julio hasta el dxeda 25 inclusive. Por favor para cualquier tema de trabajo contactar con Isabel Fernxe1ndez ext. 310068 Javier Garralxf3n Huete ext. 312924 o Begoxf1a Sxe1nchez ext. 311212 o enviar un correo electrxf3nico a dpyc.administracion@aena.es------------------------------------------------------------------------------Advertencia Confidentiality
4065,Deactivated,Thank you for your interest.  At this time we have a very robust and successful lubrication program and are not interested. 
3411,OutOfOffice,Bonjourje suis prxe9sentement en dxe9placement avec accxe8s limitxe9 xe0 mes courriels jusquau 22 juin 2022MerciBien vouloir nous contacter au 418-683-2745 ou techelectro@groupeep.com-----------------------------------------------------------------Im presently unavailable with limited access to my mails Ill be back on June 22th Best
6744,OutOfOffice,I am currently OOO without access to mails and mobile Please expect delays in responding to mails.Best
9396,Deactivated,Thank you but I dont see a very good fit here. In anycase Im not interested this time.
1536,Unsubscribed,Can you link the BRM and OM supported by the CRM CLM CPQ to develop an IRL solution. Please unsubscribe me.
3394,SeekingMoreInfo,Thank you for the follow-up.I saw the description and it would mean a step sideways from the careerpoint of view and a step backwards from the salary perspective
9910,ConnectLater,there we have our recruitment covered at the moment thank youLee NewboldHR Director Covanta Europe.07597 796500cid:image001.jpg@01D89CE2.D7F047A0Covanta Energy LimitedRookery South ERFGreen LaneStewartbyBedfordshireMK43 9LYEmail: lnewbold@covanta.commailto:lnewbold@covanta.comOur mission is to ensure no waste is ever wasted.cid:image002.png@01D89CE2.D7F047A0
8086,OutOfOffice,I am out of office
899,SeekingMoreInfo,. I have filled the google form. Please let me know if there are any updates. 
2606,OutOfOffice,I am handle business on Latin America and will be alert to any demand tooil filtration and conditioning
1723,OutOfOffice,I am on mandatory leaves from 19th July22 to 1st Aug22 .Please reach out to Neeraj Tiwari 8595625560 neeraj1.tiwari@citi.com for any queries and service.Please contact Mr Parvinder SinghParvinder.singh@citi.comfor any escalation.
7523,OutOfOffice,Thank you for your email. I will be out of the office 610. During that time I will have very limited access to email. For technical assistance please contact our technical teams at teamliberty@transperfect.comteamhollywood@transperfect.comtlshosting@transperfect.com. Thank you for your consideration and take care.
7965,ConnectLater,Thank you everyone. This job has been awarded.
2178,ConnectLater,Thank you for contacting AlkaVivaWeve received your email and one of our amazing customer service agents will be in touch with you shortly. Due to COVID-19 response times may be delayed. Please allow up to one-business day to hear back from us. We look forward to serving youThe AlkaViva Customer Service Team775 324-2400
8350,Unsubscribed,Spam remove
2352,SupportAutoResponse,Your mail could not be delivered to the recipient as the Email ID of the recipient is invalid
3326,AgreedToMeet,Yes Varun. Sorry for the delayed response. We have been looking to replace our ASO guy. Hoping to finalise the new guy this week. We can probably get on a call next weekWhats your number 
5655,Deactivated,Im not looking to hire these types of professionals. 
8193,SeekingMoreInfo, We can offer Chlorhexidine Gluconate 20 solution 1100 kgs 220x 5 drums @ USD 3.50 per kg CIF Alexandra by SEA. Kindly confirm priceWe have GMP. P.S. : Price offer Validity - 7 days only. Before placing the order Kindly reconfirm price again.
3693,OutOfOffice,Thanks for your email. I am out of the office at an offsite meeting today. Please note that responses to emails may be delayed.
4873,Deactivated,I am not interested in such services. 
2135,Retired,The recipient of this email has retired please contact the office at 315-797-2240 for assistance.
1481,ReferredSomeone, senderPlease note that all Exide Technologies email addresses have migrated to our new exidegroup.com domain. The old email addresses will be de-activated soon.Please update the email address you are contacting by replacing the part on the end with the @exidegroup.com domain. This will ensure that we will still receive your messages in the future.We look forward to hearing from you.Your contact at Exide Technologieswww.exidegroup.com
2794,SeekingMoreInfo,Im putting an offer letter together for you.  Can you provide your complete address for me please
5187,ConnectLater,I did see it
10088,Deactivated,Thanks but not for me. AF
10245,SeekingMoreInfo,I know that.But you can recommend us as a general contractor then your customer will have less stress.Or you give me a tip who it is and I can apply with my company.We are only 50 km away from Dessau
8676,BrochureSent,I have been receiving your emails since quite some time now.To take this discussion ahead may I request you to send me at least one profile each for the following skills and who are immediately available:  1.  Tech Lead for Frontend technologies like ReactJs and Reactnative  2.  Backend engineerswith exposure in springboot microservices and AWS  3.  DevOps Engineers  4.  Automation Test Engineers with experience in Performance and Security testing
6735,Deactivated,I did see but Im not interested thanks
9942,ConnectLater, Refer to your mail. My purpose for the visit would largely be for Detox and GUT Health. I amhypertensive but the same in under control with medications. Will appreciate a prompt and early response. This mail was long awaitedfrom your end
4216,OutOfOffice,I am currently away on PTO with no access to email I will be responding to messages when I return on Tuesday October 12th. 
10257,Unsubscribed,Can you take me off this list I dont need any support
4923,OutOfOffice,Ill be traveling today with limited access to email. I will respond to your message as soon as possible when I return.
7746,AgreedToMeet,Interesting call by them sounds very cost-motivated. Shall we still schedule a call later this week so you know my profile experience and strength areas well in advance of another opportunityPaddy.
5318,OutOfOffice,I am out-of-office from 16th July to 22nd July.For all urgent issues please contact a hrefmailto:avinash@quickmetrix.com targetblankavinash@quickmetrix.coma.
1953,Deactivated,Sorry  not interested. Ps its Ben not Travis
556,SupportAutoResponse,Please type your reply above this line -Thank you for contacting Cloudflare Support. Your issue has been marked as Resolved in our system. If you require further assistance simply reply to this email to re-open your ticket. If you have a new issue later on please open a new ticket with us so that we dont confuse two separate issues. Thanks.Also if you receive a customer satisfaction survey request please take a moment to rate your overall experience and provide any suggestions you have. We value your feedback greatly. Thanks for being part of CloudflareCloudflare Support Team Bot Cloudflare Support Join the Cloudflare Community
4986,SeekingMoreInfo,Please send over your prices and I'll look into it. 
1164,MovedOut,Thank you for your email.  Effective 4/10/2020 I am no longer working at RMCHCS.  If you need immediate assistance please contact Dana Wright at dwright@rmchcs.org/
1585,ConnectLater,Thanks for sending this through but would not be interested in working inBirmingham.Always happy to chat on other roles.
5992,OutOfOffice,I am out of the office on Thursday 512. I will be checking email periodically but my response may be delayed.Thank youDeeanna
6573,OutOfOffice,Thank you for your e-mail Eid Adha Mubarak.Our offices will be closed for Eid Al-Adha Holidays till 14th of July and will resume back on the 17th of July 2022.Ill have limited access to my e-mails during the holidays.In case of urgency you may please call or send me a message on my mobile and I will get back to you at earliest inshallah.Thanks
3934,OutOfOffice,I am on leave today. I will not be accessing email messages. Please expect a delay in response. 
6240,OutOfOffice,Happy Holidays I am currently out of the office until the new year Jan. 4 - Merry Christmas and Happy New Year
6389,OutOfOffice,I will be out of the office until March 31. If you have an immediate need please contact our Proposal Writer Katie Swanson or Director of Business Development Liz Abren. Ootherwise I will respond to your request upon my return. 
5611,Deactivated,Thank you but no thank you. Too far away and the requirements for autocadscream a PID based job which doesnt interest me at all.By l means keep looking but this is really not my cup of tea.
1460,ConnectLater,Apologies for my delay. Thank you for your email regarding your services. We currently have our owninhouse tech team managed by our CTO and also have an ongoing contract withan external tech company who we are very happy with at this time. I will keep your details on file and should we require your services infuture I will certainly be in touch. 
10139,Deactivated,Sorry no requirement at present
1599,MovedOut,Please note I am no longer at Crestwood Environmental. Please could you contact Stuart Thompson the following email address:s. thompson@creswoodenvironmental. co. ukBest 
7673,Deactivated,Not interested please
301,ConnectLater, Not at this moment. However will surely reach out to you incase we need any help
8669,OutOfOffice,I am now on annual leave until Friday 29th July. In my absence please contact Oliver Simpson on 0118 334 0059 or oliver@orkafinancial.com
9966,OutOfOffice,Many thanks for your email. I am on annual leave until Monday 15th August If it is urgent i can be reached on 07773274320 Many
6604,ConnectLater,Thanks so much I already bought it
4640,Retired,I am no longer with the Neil Jones Food Co. enjoying my retirement. If you have any questions please contact Brian Ingalls at BrianI@njfco.com
4343,Deactivated,Thanks for your mail. please note that right now I am not in position to invest any amount.
4890,SeekingMoreInfo, AnnaThe Global Structural Steel et size was estimated at USD 113.98 billion in 2021 USD 120.51 billion in 2022 and is projected to grow at a CAGR of 5.98 to reach USD 161.54 billion by 2027.Based on Product Type the market was studied across Heavy structural Steel Light Structural Steel and Rebar. Based on Application the market was studied across Curvilinear roofs Large facades and Walls. Based on End Use the market was studied across Non-Residential and Residential. The Non-Residential is further studied across Commercial Industrial Institutional and Offices.Find out more:
4634,Deactivated,Im not interested in this.
2859,OutOfOffice,I am currently on annual leave returning on 1st August.Should you require assistance please contact the HR team at HR.central.uk@spie.com
7424,OutOfOffice,Thanks for your email. I will be in full day workshop on Jul 15th 2022. Please expect a delay in my response during this period. Please contact me on my mobile for anything urgent. Thanks.
10143,Deactivated,Thanks for making contact. Im not looking to change role currently.
3143,Deactivated,thanks for considering me for this role but I am currently notlooking for a job
1360,OutOfOffice,I will be out of the office until 17822.In the event of an urgent issue please contact Alan DawsonMWH Treatment Limited is a privately owned company registered in England and Wales with registered number 01535477. MWH Farrer Limited is a privately owned company registered in England and Wales with registered number 05728436. Our registered offices are at Spring Lodge 172 Chester Road Helsby Cheshire England WA6 0AR.
9764,OutOfOffice,I am out of the office today and will be checking email less frequently than usual.Best
1936,SeekingMoreInfo,If I understand you correctly you are looking for us to outsource accounting  finance workWe do have an inhouse team so not sure how you could be of any further help
3206,OutOfOffice,I am out of the office today and will respond to your message upon myreturn tomorrow.ThanksRowena-- rowena nixonSenior Grants ManagerBUILD -- OEVP
6080,Unsubscribed,Please take me out of email list.
487,OutOfOffice,I will be out of the office 225 - 32. I will have limited access to email until I return on Wednesday 32. If further assistance is needed please reach out to Barbara Epps @ 312-563-9568  Thank You
9741,SeekingMoreInfo,So far I have not received any responses to the emails I sent to you.Thats because the emails are rubbish Ankit. They talk about you youyou. Customers dont care about you or your company they care about theirpainful expensive problems that you presumably can help them fix.Tell that story and youll probably end up with better results.
7635,OutOfOffice,Thank you for your message.I am currently on annual leave so may not be picking up emails regularly.If however you need to reach me urgently please message me using WhatsApp on 971 50 339 4517 and I will get back to you as soon as possible.With very best wishesAkin son--------------------------------------------------------------------------------------------------------------------------------------------------------------This e-mail and any files transmitted with it are
9870,SeekingMoreInfo,I am reaching out in reference to your email conversation with mycolleague EmilyBellamy regarding our digital marketing offerings
4813,OutOfOffice,Thank you for your email. I am out office with limited connectivity so please expect a delay in replies.For anything urgent I can be reached at my personal number 91 8446123123.For infosysONB Contact Jim.Collins@compucom.com.
8800,Deactivated,Not interested.  
4383,Deactivated,This is the Mail-Delivery-Service.Im sorry to have to inform you that your message could notbe delivered to one or more recipients.For further assistance please contact your Mailadmin.
3338,ConnectLater,Thank you for your email. I would like to inform you that as of now we are not looking for any vendor. I will get in touch with you in future. 
3609,Retired,I am now retired but l would consider an interim position if any vacancy comes up. Andrew.
7862,MovedOut,I am no longer with DocuSign. Please reach out to Kamlesh Desai or Udesh Naicker for assistance
1153,ReferredSomeone,I think this email is for Shilpi
5759,OutOfOffice,I am out of office till Monday 22nd August with no access to emails.Please reach out to your HR Business partner for anything urgent during this period.
10047,ConnectLater,Good to hear from you
1213,OutOfOffice,I am leave today. Please expect delay in response to your emails.
408,Retired,I am Now retired from Soucy Industries All Estimating request or questions please send to Paul Souc psoucy@soucyindustries.com
5219,AgreedToMeet, I hope you are well. Per my voice message we have helped firms like BFKACCO and Morton Pitalo find talented Engineers and other mid to senior levelpositions without placement fees. I would like to discuss how we can help fill those needed positions as we dospecifically specialize in AEC firms. I would like to get on a quick 10-min call to discuss. Let me know what timeworks best for you this week or next weekI will be sure to accommodate your schedule. Sam Cotton Business Development The Johnson Group 916 587-6562
6772,Deactivated, Thanks for the interest but I am not looking for a new role. 
10080,AgreedToMeet,I did see this come in. It might be useful to have a quick call ifpossible. Im available on Tuesday from 13:00 onwards. Mobile number is07986127255Best
10008,OutOfOffice,Im in France on holiday at present but able to speak next Wednesday whenI return to work.In the meantime please find my CV attached.
9864,Deactivated,Yes I have received your emails. . unfortunately this is not of interest to me currently. 
5689,SeekingMoreInfo,Thank you for your note. I would be interested in attending the speaking event your referenced. Not sure Im on that track
6297,OutOfOffice,I am on annual leave so unable to check my emails.I am back on Thursday 31st and will get back to you as soon as possible as I catch back up.If your matter is more urgent please call the office and the team will be happy to help.
5138,Deactivated,All good thanks No requirement. 
666,Unsubscribed,Please remove me from your mailing list
3843,SeekingMoreInfo,Hope all is well with you. We had sent the below introduction about our Exclusive Good Karma Range ofproducts. Hope you have had the time to review the same. Would love to hear from you. Also just in case you are not the correct person for procurement wouldrequest you to kindly forward this mail to the concerned person department. Thanking you for your kind cooperation
5793,ReferredSomeone,Ive Cced my HR team in the mail. Please get in touch with them
7781,OutOfOffice,Thank you for your mail. I am on vacation and will revert back after retruning to office. The information in this email is 
643,SupportAutoResponse,Please type your reply above this line -Thank you for contacting Headway.This is just a quick note letting you know weve received your message and will be in touch soon.Ticket: 39054--------------------------------
9532,Deactivated,minakshi@cfoservices.7ts-e.comWere writing to let you know that the group you tried to contact noreply may not exist or you may not have permission to post messages to the group. A few more details on why you werent able to post: You might have spelled or formatted the group name incorrectly. The owner of the group may have removed this group. You may need to join the group before receiving permission to post. This group may not be open to posting.If you have questions related to this or any other Google Group visit the Help Center at
177,OutOfOffice,I am away from the office returning 5 September.I will have limited access to email and will respond on my return.
6459,Deactivated,I am finding this is not a professional approach to connect with any potential business opportunity. I have seen your mails on daily basis in my inbox which irritates a receiver who is not interested as of now. Trust this is clarified. With 
10221,Deactivated,Sorry we are not interested at this moment
5945,MovedOut,Thank you for your email. I have left DRGClarivate. Please feel free to contact Martin Russell at martin. russell@clarivate.com and he will redirect you. BestClarissa Odence note: This e-mail may contain 
787,SeekingMoreInfo,Thanks for your emails. Im not sure what are you trying to follow with meon. I wenxe2x80x99t through all emails I received from you and couldnxe2x80x99t find anydetails. Could you please remind me or forward any email communications wehad regarding services you offer. 
6838,AgreedToMeet, Apologies for delay in reply your mail had gone to my junk mail and Ive just seen this now. Im very much interested in this opportunity please see attached my resume for consideration. Im available for a call ro discuss the role in more detail please let me know when is a suitable time for a chat
6806,ConnectLater,NEW VOICEMAIL RECIEVED
7338,ConnectLater,we are not keen on this service for now. Will let you know if required in the future. 
3203,SupportAutoResponse,Your ticket has been closed. This is your support ticket generated by your email to our support department not your order. To reiterate YOUR ORDER HAS NOT BEEN CANCELED unless you received confirmation from an agent that it was this email is just for the support ticket in
10098,AgreedToMeet,Thanks Vishwas. Rajvee whats your number
5757,ConnectLater,We currently have a hypro unit installed for the purification of the fire resistant fluid. We are monitoring the performance and if the performance does not come up to the expectations we will surely contact you. The training sessions are really useful.
8324,SupportAutoResponse,Your request 1866 has been received and is being reviewed by our support team.To add additional comments simply reply to this email. Subject: Attend our FREE webinar on identifying challenges in growing your business 
3705,ReferredSomeone,Thank you for your message. Siemens Energy now has ithis own e-mail domain. Your e-mail was not forwarded to the new e-mail address @siemens-energy.com. Please resend your e-mail and update your contact information distribution listhis etc. to reflect the new @siemens-energy.com for this e-mail address
92,Deactivated,No interest from my side but thanks for reaching out. May I ask how you got my email address
6157,AgreedToMeet,We can look at thisYou can connect with me on  98339 37879
6126,OutOfOffice,Thank you for your email.  I am out of the office 328-401 returning on Monday 404. If you need assistance while Im out pease reach out to Matt Beaumont mbeaumont@bluebeam.com
9802,SeekingMoreInfo,Please send your office address and contact numbers for any furtherrequirements
9622,OutOfOffice,I am out of the office and will return on Monday.If your email is urgent please contact Val.deboer@barclaycard.co.uk.Thank you.Andrea
1972,ConnectLater,Good Afternoon Thanks for your email below and apologies for the delay in replying.Ive recently been promoted within ScottishPower Renewables and thereforean not currently seeking work elsewhere.Appreciate you considering my CV when seeking candidates for this role.Kind
2906,ConnectLater,I have received the information in case of requirement I will contact you. 
531,Deactivated,I am not Melissa the owner so I can  only speak for myself. I despise Artificial Intelligence and the transhuman agenda it fosters. I want no part in your solution. Ive had to correct spellcheck three times in this brief response. And thats a simple task. 
5182,ReferredSomeone,Could you please reach out to lekshmi@litmus7.com. She can take a call onthis. 
997,AgreedToMeet, Yes Please contact me on 9799146896. 
9544,Deactivated, I am not looking for alternative work at the minute as I have moved inter-company to a new department recently. Thank you for the email however 
4510,OutOfOffice,I am out of the office until Monday 13th June. I will reply to your e mail on my return
4128,OutOfOffice,Am on leave today. Please email me and will get back as soon as possibleIf your query is urgent reach out to3IRLAmdocs : Rupam Borarupam. bora@techmahindra.com
6689,SupportAutoResponse, 0100018239982c26-752b8bb3-eb41-49a2-bd48-3c8985447bb3-000000@amazonses.comYour message sent to chhaya.thadhani@indusind.com has failed as per enhanced email security policies defined at Indusind Bank Limited.Below is the header information of the email that failed.Envelope
2313,SupportAutoResponse,DM6NAM12FT014.mail.protection.outlook.com rejected your message to the following email addresses:jose.otoya@spxflow.commailto:jose.otoya@spxflow.comA communication failure occurred during the delivery of this message.
10127,AgreedToMeet,ShaliniPlease call Shashank - 9920780390
2155,Deactivated,I hadnt spotted your email. Im currently in contract with Thames Water and am very happy. So on this occasion Ill say no thanks. But thank you for considering me for the role. Kind
4538,SeekingMoreInfo,. We would like to inform you that we have been working with Industrial Lubricants and Lubrication system for long time. It will be our pleasure if we can explore more opportunities through our mutual effort. Please note that we are interested about on site oil analysis system and oil purification system as well. We would appreciate if you kindly update us in this regard
9907,OutOfOffice,"Thank you for your email Tuesdays are my day off. I will respond when I return tomorrow. 
"
1428,SeekingMoreInfo,LaveshIt was nice to have a word with you last week and learn more about Qdesq.Heres what we discussed:7Targets is a saas-based product that creates virtual AI Sales assistants.These assistants follow up on your behalf with your potential leads so thatyour sales team can focus their efforts on leads that are actually showingany interest.We have introduced some new features recently that will help you channelyour sales funnel and help you increase your sales efficiency.To start with - The savior xe2x80x9cEmail CC Featurexe2x80x9d
4920,ConnectLater,we are waiting your feedback
5822,SeekingMoreInfo,I would be interested in the Engineering Director role cv attached.As well as my extensive Engineering experience please review my Energyfrom Waste and Energy from biomass experience at Lakeside Energy from Wasteand O Gen Energy from waste.
8852,ConnectLater,Apologies for delayed response. We at this juncture and the entirety of 2021 are not looking to empanel.
4723,SeekingMoreInfo,hican we get the ppt also. thank you. 
6755,ConnectLater,Thank you for your email. I have reviewed the material that you sent and Ido not think I am the right fit for this position. If I think of anyone whowould be a good fit I will let you know.SincerelyJessica
8075,OutOfOffice,Thank you for your email. I am out of the office on leave this afternoon and will respond to your email as soon as possibleSaleema son Global HR Business Partner447860261137This e-mail is private and
3086,SeekingMoreInfo,As mentioned suggest one from wed-fri as per your conv and get a Teams invite sent.
6302,ConnectLater,Speak soon
6670,ConnectLater,Thanks for checking in Alexis Currently not looking to make any transitions of this nature at this time. 
4114,Deactivated,Magnolia Steel is a rebar fabricator. We supply the reinforcing steel for structures. We are not a structural steel supplier
4440,OutOfOffice,Thank you for your email I am currently on personal time-off.For any assistance and information please write out to hr-acshyd@acsicorp.comThanks
8028,ConnectLater,At present I am in Kazakhstan I live in the Philippines is that a proplemThanks and
496,SeekingMoreInfo,Hope youre doing well.I guess weve already talked on the phone. As weve already booked anotherholiday destination for may. I would like to be there for 2nd week of juneif possible.It would be great if you can share the package details including the cost
4186,ConnectLater,We will respond to you as soon as possible. 
2322,ConnectLater, Thank you - we have no requirement as yet but should this change we will be in touch.  
4872,AgreedToMeet,Tomorrow 12.30 is OK.Speak to you then.
8296,ConnectLater,Thank you for the email and sorry for the delay in replying. I do not think that this role is suitable for me I am experienced and capable of undertaking most of it but the manual side i.e. undertaking the maintenance is probably slightly beyond my capabilities. I have attached a copy of my CV for your attention. Kind
